followers_count,following_count,tweet_count,listed_count,date
87871590,49,59146,112732,2022-12-18-04
87871727,49,59146,112733,2022-12-18-05
87871606,49,59146,112732,2022-12-18-06
87871490,49,59146,112733,2022-12-18-07
87870091,49,59147,112691,2022-12-18-08
87871389,49,59146,112732,2022-12-18-09
87869930,49,59147,112691,2022-12-18-10
87871290,49,59146,112737,2022-12-18-11
87871335,49,59146,112736,2022-12-18-12
87871196,49,59146,112739,2022-12-18-13
87871226,49,59146,112741,2022-12-18-14
87871024,49,59146,112742,2022-12-18-15
87871061,49,59146,112739,2022-12-18-16
87870922,49,59146,112737,2022-12-18-17
87871012,49,59146,112738,2022-12-18-18
87870721,49,59146,112739,2022-12-18-19
87870797,49,59146,112740,2022-12-18-20
87870457,49,59146,112739,2022-12-18-21
87869943,49,59146,112739,2022-12-18-22
87869989,49,59146,112735,2022-12-18-23
87869676,49,59146,112738,2022-12-19-00
87869834,49,59146,112736,2022-12-19-01
87869807,49,59146,112736,2022-12-19-02
87869967,49,59146,112735,2022-12-19-03
87869857,49,59146,112736,2022-12-19-04
87869986,49,59146,112736,2022-12-19-05
87868465,49,59147,112696,2022-12-19-06
87870037,49,59146,112736,2022-12-19-07
87869898,49,59146,112733,2022-12-19-08
87868294,49,59147,112697,2022-12-19-09
87869995,49,59146,112730,2022-12-19-10
87870068,49,59146,112731,2022-12-19-11
87869887,49,59146,112731,2022-12-19-12
87869814,49,59146,112732,2022-12-19-13
87868091,49,59147,112694,2022-12-19-14
87868210,49,59147,112695,2022-12-19-15
87869864,49,59146,1,2022-12-19-16
87869504,49,59146,2,2022-12-19-17
87869592,49,59146,112732,2022-12-19-18
87869157,49,59146,112730,2022-12-19-19
87867284,49,59147,112695,2022-12-19-20
87867480,49,59147,112692,2022-12-19-21
87869182,49,59146,112732,2022-12-19-22
87868928,49,59146,112731,2022-12-19-23
87869090,49,59146,112730,2022-12-20-00
87869011,49,59146,112730,2022-12-20-01
87868599,49,59146,112728,2022-12-20-02
87868724,49,59146,112729,2022-12-20-03
87868836,49,59146,112733,2022-12-20-04
87868134,49,59146,112728,2022-12-20-05
87867934,49,59146,112729,2022-12-20-06
87868001,49,59146,112726,2022-12-20-07
87867764,49,59146,112727,2022-12-20-08
87867796,49,59146,112728,2022-12-20-09
87867582,49,59146,112730,2022-12-20-10
87867646,49,59146,112728,2022-12-20-11
87865789,49,59147,112690,2022-12-20-12
87867503,49,59146,112727,2022-12-20-13
87865508,49,59147,112687,2022-12-20-14
87865530,49,59147,112687,2022-12-20-15
87867181,49,59146,112726,2022-12-20-16
87865318,49,59147,112689,2022-12-20-17
87867059,49,59146,112727,2022-12-20-18
87864880,49,59147,112682,2022-12-20-19
87866437,49,59146,112724,2022-12-20-20
87866475,49,59146,112725,2022-12-20-21
87866153,49,59146,112723,2022-12-20-22
87866207,49,59146,112724,2022-12-20-23
87865867,49,59146,112720,2022-12-21-00
87865668,49,59146,112721,2022-12-21-01
87865754,49,59146,112715,2022-12-21-02
87865077,49,59146,112716,2022-12-21-03
87865126,49,59146,112718,2022-12-21-04
87864898,49,59146,112716,2022-12-21-05
87862517,49,59147,112671,2022-12-21-06
87864041,49,59146,112711,2022-12-21-07
87862148,49,59147,112668,2022-12-21-08
87863918,49,59146,112707,2022-12-21-09
87863641,49,59146,112707,2022-12-21-10
87862049,49,59147,112667,2022-12-21-11
87863681,49,59146,112709,2022-12-21-12
87861816,49,59147,112672,2022-12-21-13
87861652,49,59147,112672,2022-12-21-14
87863616,49,59146,112715,2022-12-21-15
87863501,49,59146,112715,2022-12-21-16
87863463,49,59146,112718,2022-12-21-17
87861313,49,59147,112678,2022-12-21-18
87861043,49,59147,112677,2022-12-21-19
87861077,49,59147,112678,2022-12-21-20
87860754,49,59147,112679,2022-12-21-21
87862520,49,59146,3,2022-12-21-22
87862516,49,59146,112726,2022-12-21-23
87862191,49,59146,112729,2022-12-22-00
87861886,49,59146,112727,2022-12-22-01
87861894,49,59146,112725,2022-12-22-02
87861559,49,59146,112727,2022-12-22-03
87859702,49,59147,112687,2022-12-22-04
87861389,49,59146,112728,2022-12-22-05
87859452,49,59147,112689,2022-12-22-06
87861091,49,59146,112730,2022-12-22-07
87861054,49,59146,112731,2022-12-22-08
87860898,49,59146,112732,2022-12-22-09
87858895,49,59147,112690,2022-12-22-10
87858578,49,59147,112695,2022-12-22-11
87860346,49,59146,112735,2022-12-22-12
87860321,49,59146,112736,2022-12-22-13
87859913,49,59146,112735,2022-12-22-14
87859909,49,59146,112736,2022-12-22-15
87857910,49,59147,112697,2022-12-22-16
87859529,49,59146,112736,2022-12-22-17
87859219,49,59146,112735,2022-12-22-18
87857244,49,59147,112694,2022-12-22-19
87857208,49,59147,112691,2022-12-22-20
87858626,49,59146,112731,2022-12-22-21
87858273,49,59146,112731,2022-12-22-22
87858280,49,59146,112731,2022-12-22-23
87855189,49,59147,112693,2022-12-23-00
87857116,49,59146,112732,2022-12-23-01
87856825,49,59146,112733,2022-12-23-02
87856818,49,59146,112732,2022-12-23-03
87856448,49,59146,112734,2022-12-23-04
87856490,49,59146,112731,2022-12-23-05
87856253,49,59146,112728,2022-12-23-06
87856213,49,59146,112728,2022-12-23-07
87855945,49,59146,112728,2022-12-23-08
87855905,49,59146,112729,2022-12-23-09
87853567,49,59147,112688,2022-12-23-10
87855599,49,59146,112729,2022-12-23-11
87855162,49,59146,112729,2022-12-23-12
87853191,49,59147,112689,2022-12-23-13
87854975,49,59146,112731,2022-12-23-14
87853029,49,59147,112690,2022-12-23-15
87852526,49,59147,112692,2022-12-23-16
87854190,49,59146,112734,2022-12-23-17
87854145,49,59146,112734,2022-12-23-18
87851701,49,59147,112691,2022-12-23-19
87853691,49,59146,112733,2022-12-23-20
87851476,49,59147,112690,2022-12-23-21
87851479,49,59147,112688,2022-12-23-22
87853025,49,59146,112727,2022-12-23-23
87851164,49,59147,112684,2022-12-24-00
87850922,49,59147,112683,2022-12-24-01
87850608,49,59147,112686,2022-12-24-02
87852512,49,59146,112728,2022-12-24-03
87850423,49,59147,112687,2022-12-24-04
87850434,49,59147,112683,2022-12-24-05
87850238,49,59147,112683,2022-12-24-06
87851988,49,59146,112724,2022-12-24-07
87851926,49,59146,112724,2022-12-24-08
87851496,49,59146,112724,2022-12-24-09
87849379,49,59147,112684,2022-12-24-10
87850855,49,59146,112723,2022-12-24-11
87850827,49,59146,0,2022-12-24-12
87848748,49,59147,112680,2022-12-24-13
87848522,49,59147,112683,2022-12-24-14
87850207,49,59146,0,2022-12-24-15
87849958,49,59146,112726,2022-12-24-16
87849959,49,59146,112727,2022-12-24-17
87849510,49,59146,112724,2022-12-24-18
87847401,49,59147,112684,2022-12-24-19
87848916,49,59146,112724,2022-12-24-20
87848880,49,59146,112724,2022-12-24-21
87848579,49,59146,112723,2022-12-24-22
87848548,49,59146,112722,2022-12-24-23
87846386,49,59147,112684,2022-12-25-00
87846289,49,59147,112690,2022-12-25-01
87848193,49,59146,112733,2022-12-25-02
87848165,49,59146,112721,2022-12-25-03
87848156,49,59146,112725,2022-12-25-04
87846217,49,59147,112680,2022-12-25-05
87848190,49,59146,112721,2022-12-25-06
87848168,49,59146,112724,2022-12-25-07
87848177,49,59146,112721,2022-12-25-08
87848109,49,59146,112726,2022-12-25-09
87846175,49,59147,112686,2022-12-25-10
87848137,49,59146,6,2022-12-25-11
87848160,49,59146,112722,2022-12-25-12
87846182,49,59147,112689,2022-12-25-13
87848101,49,59146,112722,2022-12-25-14
87848093,49,59146,112732,2022-12-25-15
87848104,49,59146,112723,2022-12-25-16
87848085,49,59146,112726,2022-12-25-17
87846089,49,59147,112685,2022-12-25-18
87847910,49,59146,112727,2022-12-25-19
87847938,49,59146,2,2022-12-25-20
87845928,49,59147,112680,2022-12-25-21
87845583,49,59147,112684,2022-12-25-22
87847455,49,59146,112731,2022-12-25-23
87847419,49,59146,112731,2022-12-26-00
87845100,49,59147,112685,2022-12-26-01
87845085,49,59147,112685,2022-12-26-02
87846801,49,59146,112724,2022-12-26-03
87844779,49,59147,112683,2022-12-26-04
87846645,49,59146,112724,2022-12-26-05
87846636,49,59146,112724,2022-12-26-06
87844586,49,59147,112684,2022-12-26-07
87846439,49,59146,112726,2022-12-26-08
87846372,49,59146,112726,2022-12-26-09
87846138,49,59146,112727,2022-12-26-10
87846087,49,59146,112730,2022-12-26-11
87844071,49,59147,112690,2022-12-26-12
87845861,49,59146,112731,2022-12-26-13
87845831,49,59146,112731,2022-12-26-14
87845814,49,59146,112729,2022-12-26-15
87845732,49,59146,112730,2022-12-26-16
87845695,49,59146,112730,2022-12-26-17
87843535,49,59147,112690,2022-12-26-18
87845352,49,59146,112733,2022-12-26-19
87843124,49,59147,112691,2022-12-26-20
87845041,49,59146,112733,2022-12-26-21
87842791,49,59147,112690,2022-12-26-22
87842489,49,59147,112692,2022-12-26-23
87842537,49,59147,112690,2022-12-27-00
87842166,49,59147,112690,2022-12-27-01
87844145,49,59146,112724,2022-12-27-02
87842016,49,59147,112684,2022-12-27-03
87842023,49,59147,112683,2022-12-27-04
87843807,49,59146,112728,2022-12-27-05
87841914,49,59147,112687,2022-12-27-06
87843321,49,59146,112726,2022-12-27-07
87843313,49,59146,112724,2022-12-27-08
87842784,49,59146,112723,2022-12-27-09
87842708,49,59146,112725,2022-12-27-10
87841167,49,59146,112726,2022-12-27-11
87839138,49,59147,112688,2022-12-27-12
87841009,49,59146,112725,2022-12-27-13
87841009,49,59146,112725,2022-12-27-14
87838966,49,59147,112681,2022-12-27-15
87840736,49,59146,112724,2022-12-27-16
87840587,49,59146,112726,2022-12-27-17
87840482,49,59146,112723,2022-12-27-18
87838423,49,59147,112681,2022-12-27-19
87840066,49,59146,112723,2022-12-27-20
87839860,49,59146,112724,2022-12-27-21
87839839,49,59146,112724,2022-12-27-22
87839794,49,59146,112724,2022-12-27-23
87839719,49,59146,112724,2022-12-28-00
87839733,49,59146,112720,2022-12-28-01
87839474,49,59146,112720,2022-12-28-02
87839488,49,59146,112721,2022-12-28-03
87836858,49,59147,112681,2022-12-28-04
87839120,49,59146,2,2022-12-28-05
87838518,49,59146,112735,2022-12-28-06
87836028,49,59147,112691,2022-12-28-07
87837962,49,59146,112728,2022-12-28-08
87837915,49,59146,112729,2022-12-28-09
87837452,49,59146,112729,2022-12-28-10
87835307,49,59147,112692,2022-12-28-11
87837234,49,59146,112731,2022-12-28-12
87835097,49,59147,112689,2022-12-28-13
87836996,49,59146,112727,2022-12-28-14
87836583,49,59146,112727,2022-12-28-15
87836531,49,59146,112728,2022-12-28-16
87836330,49,59146,112734,2022-12-28-17
87834159,49,59147,112694,2022-12-28-18
87834152,49,59147,112694,2022-12-28-19
87833794,49,59147,112691,2022-12-28-20
87835614,49,59146,112732,2022-12-28-21
87833231,49,59147,112693,2022-12-28-22
87835144,49,59146,112735,2022-12-28-23
87834842,49,59146,112733,2022-12-29-00
87834822,49,59146,112734,2022-12-29-01
87832680,49,59147,112694,2022-12-29-02
87834407,49,59146,112736,2022-12-29-03
87832313,49,59147,112693,2022-12-29-04
87832349,49,59147,112693,2022-12-29-05
87832153,49,59147,112694,2022-12-29-06
87834065,49,59146,112738,2022-12-29-07
87833806,49,59146,112736,2022-12-29-08
87831916,49,59147,112695,2022-12-29-09
87833642,49,59146,112736,2022-12-29-10
87831711,49,59147,112695,2022-12-29-11
87831468,49,59147,112694,2022-12-29-12
87833459,49,59146,112732,2022-12-29-13
87833191,49,59146,112735,2022-12-29-14
87831344,49,59147,112695,2022-12-29-15
87833100,49,59146,112735,2022-12-29-16
87832959,49,59146,112736,2022-12-29-17
87831034,49,59147,112695,2022-12-29-18
87832653,49,59146,112735,2022-12-29-19
87832726,49,59146,112735,2022-12-29-20
87832412,49,59146,112735,2022-12-29-21
87832492,49,59146,112731,2022-12-29-22
87832359,49,59146,112732,2022-12-29-23
87832122,49,59146,112729,2022-12-30-00
87832263,49,59146,112729,2022-12-30-01
87831618,49,59146,112732,2022-12-30-02
87829715,49,59147,112691,2022-12-30-03
87831509,49,59146,112730,2022-12-30-04
87831618,49,59146,112731,2022-12-30-05
87831312,49,59146,112732,2022-12-30-06
87831348,49,59146,112732,2022-12-30-07
87831034,49,59146,112732,2022-12-30-08
87831076,49,59146,112730,2022-12-30-09
87828968,49,59147,112689,2022-12-30-10
87830912,49,59146,112728,2022-12-30-11
87830830,49,59146,112728,2022-12-30-12
87831019,49,59146,112731,2022-12-30-13
87829064,49,59147,112691,2022-12-30-14
87830860,49,59146,112729,2022-12-30-15
87828484,49,59147,112690,2022-12-30-16
87830436,49,59146,112728,2022-12-30-17
87828431,49,59147,112688,2022-12-30-18
87828219,49,59147,112686,2022-12-30-19
87830322,49,59146,112726,2022-12-30-20
87828152,49,59147,112687,2022-12-30-21
87830190,49,59146,112729,2022-12-30-22
87830303,49,59146,112730,2022-12-30-23
87829312,49,59146,112725,2022-12-31-00
87829022,49,59146,112726,2022-12-31-01
87829149,49,59146,112726,2022-12-31-02
87828736,49,59146,112725,2022-12-31-03
87826864,49,59147,112689,2022-12-31-04
87826612,49,59147,112690,2022-12-31-05
87828576,49,59146,112730,2022-12-31-06
87828357,49,59146,112730,2022-12-31-07
87828398,49,59146,112727,2022-12-31-08
87826188,49,59147,112687,2022-12-31-09
87826206,49,59147,112684,2022-12-31-10
87827947,49,59146,112723,2022-12-31-11
87826031,49,59147,112681,2022-12-31-12
87827713,49,59146,112722,2022-12-31-13
87825865,49,59147,112678,2022-12-31-14
87825713,49,59147,112677,2022-12-31-15
87827753,49,59146,0,2022-12-31-16
87825542,49,59147,112674,2022-12-31-17
87825626,49,59147,112674,2022-12-31-18
87825859,49,59146,112713,2022-12-31-19
87825974,49,59146,2,2022-12-31-20
87823699,49,59147,112667,2022-12-31-21
87825706,49,59146,112707,2022-12-31-22
87825349,49,59146,112708,2022-12-31-23
87825330,49,59146,112708,2023-01-01-00
87825002,49,59146,112708,2023-01-01-01
87822620,49,59147,112670,2023-01-01-02
87822661,49,59147,112671,2023-01-01-03
87824592,49,59146,112713,2023-01-01-04
87824369,49,59146,112706,2023-01-01-05
87824374,49,59146,112706,2023-01-01-06
87824079,49,59146,112706,2023-01-01-07
87824061,49,59146,112707,2023-01-01-08
87823840,49,59146,112705,2023-01-01-09
87823469,49,59146,112707,2023-01-01-10
87823459,49,59146,112707,2023-01-01-11
87823145,49,59146,112707,2023-01-01-12
87823089,49,59146,112707,2023-01-01-13
87822476,49,59146,112708,2023-01-01-14
87822487,49,59146,112701,2023-01-01-15
87822102,49,59146,112700,2023-01-01-16
87822165,49,59146,112698,2023-01-01-17
87820051,49,59147,112657,2023-01-01-18
87821787,49,59146,112698,2023-01-01-19
87820729,49,59146,112693,2023-01-01-20
87820733,49,59146,112693,2023-01-01-21
87819956,49,59146,112690,2023-01-01-22
87819967,49,59146,112694,2023-01-01-23
87817760,49,59147,112653,2023-01-02-00
87819279,49,59146,112694,2023-01-02-01
87819295,49,59146,112694,2023-01-02-02
87816776,49,59147,112653,2023-01-02-03
87818583,49,59146,1,2023-01-02-04
87818579,49,59146,2,2023-01-02-05
87816627,49,59147,112653,2023-01-02-06
87816500,49,59147,112655,2023-01-02-07
87818437,49,59146,112698,2023-01-02-08
87818542,49,59146,112697,2023-01-02-09
87816314,49,59147,112655,2023-01-02-10
87818467,49,59146,112697,2023-01-02-11
87818219,49,59146,112695,2023-01-02-12
87816125,49,59147,112654,2023-01-02-13
87818032,49,59146,112695,2023-01-02-14
87815899,49,59147,112656,2023-01-02-15
87817733,49,59146,112694,2023-01-02-16
87815652,49,59147,112653,2023-01-02-17
87815364,49,59147,112655,2023-01-02-18
87817023,49,59146,112697,2023-01-02-19
87817090,49,59146,112696,2023-01-02-20
87815004,49,59147,112655,2023-01-02-21
87814672,49,59147,112656,2023-01-02-22
87816527,49,59146,112697,2023-01-02-23
87814431,49,59147,112656,2023-01-03-00
87816151,49,59146,112694,2023-01-03-01
87816200,49,59146,112692,2023-01-03-02
87816073,49,59146,112688,2023-01-03-03
87814320,49,59147,112650,2023-01-03-04
87816213,49,59146,112692,2023-01-03-05
87816326,49,59146,112694,2023-01-03-06
87816090,49,59146,112690,2023-01-03-07
87816058,49,59146,112690,2023-01-03-08
87813865,49,59147,112649,2023-01-03-09
87815610,49,59146,112690,2023-01-03-10
87815573,49,59146,112690,2023-01-03-11
87813569,49,59147,112649,2023-01-03-12
87813426,49,59147,112646,2023-01-03-13
87813412,49,59147,112647,2023-01-03-14
87813270,49,59147,112649,2023-01-03-15
87815091,49,59146,112687,2023-01-03-16
87815145,49,59146,112687,2023-01-03-17
87813061,49,59147,112646,2023-01-03-18
87814760,49,59146,112685,2023-01-03-19
87814470,49,59146,112684,2023-01-03-20
87814495,49,59146,112683,2023-01-03-21
87813786,49,59146,112683,2023-01-03-22
87813808,49,59146,112682,2023-01-03-23
87813348,49,59146,112683,2023-01-04-00
87813409,49,59146,112680,2023-01-04-01
87813106,49,59146,112680,2023-01-04-02
87813107,49,59146,112678,2023-01-04-03
87812742,49,59146,112679,2023-01-04-04
87812752,49,59146,112677,2023-01-04-05
87812508,49,59146,112677,2023-01-04-06
87810439,49,59147,112636,2023-01-04-07
87812226,49,59146,112679,2023-01-04-08
87812190,49,59146,112678,2023-01-04-09
87811899,49,59146,112677,2023-01-04-10
87811838,49,59146,112678,2023-01-04-11
87808992,49,59147,112638,2023-01-04-12
87810816,49,59146,112676,2023-01-04-13
87810799,49,59146,112676,2023-01-04-14
87810830,49,59146,112679,2023-01-04-15
87808490,49,59147,112642,2023-01-04-16
87808491,49,59147,112645,2023-01-04-17
87810242,49,59146,112681,2023-01-04-18
87809769,49,59146,112677,2023-01-04-19
87809747,49,59146,112677,2023-01-04-20
87808906,49,59146,112679,2023-01-04-21
87806929,49,59147,112636,2023-01-04-22
87806952,49,59147,112636,2023-01-04-23
87808517,49,59146,112675,2023-01-05-00
87805876,49,59147,112636,2023-01-05-01
87807517,49,59146,0,2023-01-05-02
87807539,49,59146,0,2023-01-05-03
87805434,49,59147,112634,2023-01-05-04
87807235,49,59146,112671,2023-01-05-05
87807025,49,59146,112671,2023-01-05-06
87806991,49,59146,112675,2023-01-05-07
87805001,49,59147,112633,2023-01-05-08
87806754,49,59146,112670,2023-01-05-09
87806323,49,59146,112671,2023-01-05-10
87803909,49,59147,112631,2023-01-05-11
87805502,49,59146,112671,2023-01-05-12
87805476,49,59146,112673,2023-01-05-13
87804921,49,59146,112671,2023-01-05-14
87804905,49,59146,112671,2023-01-05-15
87802761,49,59147,112628,2023-01-05-16
87802364,49,59147,112631,2023-01-05-17
87804339,49,59146,112671,2023-01-05-18
87804173,49,59146,112672,2023-01-05-19
87804288,49,59146,112669,2023-01-05-20
87801704,49,59147,112630,2023-01-05-21
87803996,49,59146,112667,2023-01-05-22
87800649,49,59147,112629,2023-01-05-23
87802447,49,59146,2,2023-01-06-00
87802798,49,59146,112669,2023-01-06-01
87802471,49,59146,112669,2023-01-06-02
87802590,49,59146,112670,2023-01-06-03
87799916,49,59147,112630,2023-01-06-04
87800018,49,59147,112632,2023-01-06-05
87802263,49,59146,112675,2023-01-06-06
87801987,49,59146,112670,2023-01-06-07
87801785,49,59146,112671,2023-01-06-08
87799858,49,59147,112631,2023-01-06-09
87799442,49,59147,112627,2023-01-06-10
87801366,49,59146,112667,2023-01-06-11
87800931,49,59146,112663,2023-01-06-12
87799088,49,59147,112625,2023-01-06-13
87799051,49,59146,112664,2023-01-06-14
87799116,49,59146,112665,2023-01-06-15
87797065,49,59147,112626,2023-01-06-16
87799077,49,59146,112669,2023-01-06-17
87798498,49,59146,112669,2023-01-06-18
87796221,49,59147,112627,2023-01-06-19
87797387,49,59146,112671,2023-01-06-20
87797367,49,59146,112671,2023-01-06-21
87797096,49,59146,112673,2023-01-06-22
87797090,49,59146,112673,2023-01-06-23
87794511,49,59147,112636,2023-01-07-00
87796588,49,59146,112676,2023-01-07-01
87794409,49,59147,112635,2023-01-07-02
87796322,49,59146,112671,2023-01-07-03
87795953,49,59146,112667,2023-01-07-04
87793953,49,59147,112626,2023-01-07-05
87795982,49,59146,112666,2023-01-07-06
87793929,49,59147,112623,2023-01-07-07
87795928,49,59146,112666,2023-01-07-08
87795698,49,59146,112666,2023-01-07-09
87795677,49,59146,112665,2023-01-07-10
87795086,49,59146,112662,2023-01-07-11
87795075,49,59146,112663,2023-01-07-12
87794341,49,59146,112661,2023-01-07-13
87794341,49,59146,112662,2023-01-07-14
87791992,49,59147,112625,2023-01-07-15
87791933,49,59147,112625,2023-01-07-16
87793544,49,59146,112663,2023-01-07-17
87793560,49,59146,112663,2023-01-07-18
87793184,49,59146,112661,2023-01-07-19
87791619,49,59146,112662,2023-01-07-20
87791617,49,59146,112661,2023-01-07-21
87791361,49,59146,112662,2023-01-07-22
87791342,49,59146,112660,2023-01-07-23
87788953,49,59147,112620,2023-01-08-00
87788950,49,59147,112622,2023-01-08-01
87790474,49,59146,112656,2023-01-08-02
87790474,49,59146,112656,2023-01-08-03
87790327,49,59146,112657,2023-01-08-04
87790349,49,59146,112657,2023-01-08-05
87790164,49,59146,112662,2023-01-08-06
87789792,49,59146,112662,2023-01-08-07
87789739,49,59146,112660,2023-01-08-08
87789123,49,59146,112662,2023-01-08-09
87786911,49,59147,112620,2023-01-08-10
87786305,49,59147,112620,2023-01-08-11
87786286,49,59147,112618,2023-01-08-12
87787980,49,59146,112658,2023-01-08-13
87787867,49,59146,112658,2023-01-08-14
87787262,49,59146,112659,2023-01-08-15
87787204,49,59146,112655,2023-01-08-16
87784807,49,59147,112615,2023-01-08-17
87786723,49,59146,112655,2023-01-08-18
87785627,49,59146,112655,2023-01-08-19
87785605,49,59146,112657,2023-01-08-20
87781632,49,59147,112615,2023-01-08-21
87781653,49,59147,112616,2023-01-08-22
87783282,49,59146,112656,2023-01-08-23
87782946,49,59146,112658,2023-01-09-00
87780945,49,59147,112611,2023-01-09-01
87782780,49,59146,112652,2023-01-09-02
87780747,49,59147,112613,2023-01-09-03
87782671,49,59146,112655,2023-01-09-04
87782659,49,59146,112654,2023-01-09-05
87779526,49,59147,112614,2023-01-09-06
87781506,49,59146,112651,2023-01-09-07
87779489,49,59147,112613,2023-01-09-08
87781491,49,59146,112651,2023-01-09-09
87779370,49,59147,112611,2023-01-09-10
87781311,49,59146,112655,2023-01-09-11
87781031,49,59146,112648,2023-01-09-12
87778906,49,59147,112606,2023-01-09-13
87778835,49,59147,112609,2023-01-09-14
87778417,49,59147,112605,2023-01-09-15
87780382,49,59146,112645,2023-01-09-16
87778113,49,59147,112608,2023-01-09-17
87780081,49,59146,112642,2023-01-09-18
87777963,49,59147,112603,2023-01-09-19
87777870,49,59147,112606,2023-01-09-20
87779752,49,59146,112646,2023-01-09-21
87777304,49,59147,112605,2023-01-09-22
87777060,49,59147,112604,2023-01-09-23
87778617,49,59146,112645,2023-01-10-00
87775459,50,59147,112606,2023-01-10-01
87776934,50,59146,112644,2023-01-10-02
87776476,50,59146,112644,2023-01-10-03
87776664,50,59146,112642,2023-01-10-04
87776569,50,59146,112642,2023-01-10-05
87774508,50,59147,112602,2023-01-10-06
87774544,50,59147,112608,2023-01-10-07
87774670,50,59146,112640,2023-01-10-08
87774649,50,59146,112634,2023-01-10-09
87773347,50,59146,112638,2023-01-10-10
87773383,50,59146,112638,2023-01-10-11
87771499,50,59146,112640,2023-01-10-12
87771586,50,59146,112641,2023-01-10-13
87770549,50,59146,112642,2023-01-10-14
87770621,50,59146,112643,2023-01-10-15
87769504,50,59146,112642,2023-01-10-16
87767541,50,59147,112602,2023-01-10-17
87768841,50,59146,112644,2023-01-10-18
87767187,50,59146,112646,2023-01-10-19
87767185,50,59146,112643,2023-01-10-20
87763975,50,59147,112605,2023-01-10-21
87762831,50,59147,112604,2023-01-10-22
87764889,50,59146,112644,2023-01-10-23
87764933,50,59146,112641,2023-01-11-00
87761469,50,59147,112598,2023-01-11-01
87763841,50,59146,112637,2023-01-11-02
87760976,50,59147,112599,2023-01-11-03
87763249,50,59146,112639,2023-01-11-04
87762992,50,59146,112638,2023-01-11-05
87762982,50,59146,112639,2023-01-11-06
87763047,50,59146,112639,2023-01-11-07
87763019,50,59146,112640,2023-01-11-08
87763267,50,59146,112641,2023-01-11-09
87761298,50,59147,112594,2023-01-11-10
87763390,50,59146,112634,2023-01-11-11
87763339,50,59146,112636,2023-01-11-12
87763174,50,59146,112634,2023-01-11-13
87763163,50,59146,112632,2023-01-11-14
87760663,50,59147,112591,2023-01-11-15
87762731,50,59146,112627,2023-01-11-16
87762922,50,59146,0,2023-01-11-17
87762958,50,59146,2,2023-01-11-18
87762808,50,59146,112629,2023-01-11-19
87762801,50,59146,112629,2023-01-11-20
87760360,50,59147,112584,2023-01-11-21
87762647,50,59146,112622,2023-01-11-22
87760228,50,59147,112581,2023-01-11-23
87762350,50,59146,112623,2023-01-12-00
87762345,50,59146,112622,2023-01-12-01
87762214,50,59146,112620,2023-01-12-02
87760022,50,59147,112581,2023-01-12-03
87759794,50,59147,112584,2023-01-12-04
87759785,50,59147,112581,2023-01-12-05
87761791,50,59146,112620,2023-01-12-06
87759567,50,59147,0,2023-01-12-07
87761500,50,59146,112620,2023-01-12-08
87760952,50,59146,112621,2023-01-12-09
87760973,50,59146,112617,2023-01-12-10
87760776,50,59146,112617,2023-01-12-11
87760734,50,59146,112615,2023-01-12-12
87759205,50,59146,112618,2023-01-12-13
87759174,50,59146,112619,2023-01-12-14
87757437,50,59146,112617,2023-01-12-15
87757455,50,59146,112617,2023-01-12-16
87757487,50,59146,112618,2023-01-12-17
87757465,50,59146,112617,2023-01-12-18
87757115,50,59146,112615,2023-01-12-19
87754805,50,59147,112575,2023-01-12-20
87756887,50,59146,112616,2023-01-12-21
87756828,50,59146,0,2023-01-12-22
87756659,50,59146,0,2023-01-12-23
87754467,50,59147,112572,2023-01-13-00
87756501,50,59146,112613,2023-01-13-01
87756149,50,59146,112615,2023-01-13-02
87756184,50,59146,112615,2023-01-13-03
87756216,50,59146,112613,2023-01-13-04
87755462,50,59146,112612,2023-01-13-05
87755390,50,59146,112614,2023-01-13-06
87755351,50,59146,112617,2023-01-13-07
87755263,50,59146,112615,2023-01-13-08
87753152,50,59147,112572,2023-01-13-09
87755053,50,59146,112614,2023-01-13-10
87754998,50,59146,112615,2023-01-13-11
87754893,50,59146,112613,2023-01-13-12
87754856,50,59146,112614,2023-01-13-13
87752313,50,59147,112575,2023-01-13-14
87747856,50,59147,112575,2023-01-13-15
87750074,50,59146,112619,2023-01-13-16
87749018,50,59147,112578,2023-01-13-17
87749932,50,59146,0,2023-01-13-18
87749900,50,59146,2,2023-01-13-19
87752457,50,59146,112621,2023-01-13-20
87750213,50,59147,112580,2023-01-13-21
87752762,50,59146,112623,2023-01-13-22
87749786,50,59147,112581,2023-01-13-23
87751392,50,59146,112619,2023-01-14-00
87749587,50,59147,112581,2023-01-14-01
87751047,50,59146,112620,2023-01-14-02
87749451,50,59147,112581,2023-01-14-03
87752032,50,59146,112621,2023-01-14-04
87751982,50,59146,112621,2023-01-14-05
87751676,50,59146,112622,2023-01-14-06
87750765,50,59146,112622,2023-01-14-07
87750687,50,59146,112622,2023-01-14-08
87749874,50,59146,112620,2023-01-14-09
87749796,50,59146,112619,2023-01-14-10
87749304,50,59146,112620,2023-01-14-11
87747003,50,59147,112577,2023-01-14-12
87746932,50,59147,112577,2023-01-14-13
87748968,50,59146,112619,2023-01-14-14
87746000,50,59147,112575,2023-01-14-15
87748503,50,59146,112618,2023-01-14-16
87748449,50,59146,112619,2023-01-14-17
87747925,50,59146,112619,2023-01-14-18
87747874,50,59146,112620,2023-01-14-19
87747357,50,59146,112612,2023-01-14-20
87747334,50,59146,112612,2023-01-14-21
